Contrasts	Context
a s	['t,ɛ', 'b,t', 'k,s', 'i,ɛ', 'i,k', 'ɛ,p', 'k,t', 'a,d', 'ɛ,ɛ', 'ɛ,d', 'i,t', 'ɛ,t', 'ɛ,k', 'i,d', 'a,k', 'ɛ,a', 'i,p', 'k,p', 'ɛ,v', 't,p', 'a,t', 'ɛ,s']
a y	['t,ɛ', 'd,t', 'p,s', 's,d', 'k,s', 'f,t', 'd,p', 'p,t', 'd,s', 'p,b', 'd,ʒ', 'k,t', 'd,b', 't,d', 'f,s', 'd,ɡ', 'k,z', 'ʒ,s', 'v,d', 's,k', 't,s', 'p,d', 's,p', 'b,s', 'd,d', 'a,b', 's,ʒ', 'd,v', 'k,p', 'd,k', 't,p', 'v,s', 's,b', 's,s']
d e	['t,ɛ', 't,e', 's,e', 'd,e', 's,ɛ', 's,ɔ']
e y	['t,ɛ', 'd,t', 's,d', 'k,s', 'd,p', 'p,t', 'd,s', 'd,f', 'd,ʒ', 'd,b', 't,d', 'd,e', 's,f', 's,ɛ', 'd,ɡ', 't,t', 'ʒ,s', 't,a', 'v,d', 's,k', 't,s', 'd,a', 'd,i', 's,p', 'b,s', 'd,d', 's,ʒ', 'd,v', 'd,k', 't,p', 'd,ʃ', 'v,s', 's,b', 's,s']
j e	['t,ɛ', 't,e', 'v,a', 'ʒ,a', 's,e', 's,a', 'd,e', 'd,ɔ', 's,ɛ', 'd,a', 'i,d', 't,ɔ']
j y	['t,ɛ', 't,e', 's,a', 'd,e', 's,ɛ', 'd,a']
p y	['s,a', 's,ɛ', 't,a', 's,i']
s y	['t,ɛ', 'b,t', 'k,t', 's,ɛ', 'k,p', 's,i', 't,p', 'k,i']
t e	['t,ɛ', 'u,d', 's,d', 'i,k', 's,e', 's,a', 's,f', 's,ɛ', 'i,s', 's,k', 'i,t', 'ʒ,e', 'ɛ,t', 's,p', 'ɛ,k', 'i,d', 'ɛ,ʃ', 's,ɔ', 's,s']
t y	['t,ɛ', 's,d', 'u,s', 's,a', 's,ɛ', 's,p', 's,i', 'k,i', 'p,i']
ʁ y	['t,ɛ', 't,e', 'f,a', 'd,p', 'd,s', 'd,f', 'u,s', 't,d', 't,ø', 't,t', 't,a', 'v,d', 't,s', 'd,a', 'd,i', 'd,d', 'a,b', 'd,k', 't,p', 'k,i', 'f,i', 'p,i']
o ʁ	['u,t', 'd,s', 'a,s', 't,f', 't,d', 't,a', 't,s', 'ɛ,t', 'a,k', 't,k', 'ɛ,f', 'v,k', 't,p', 'a,t', 'ɛ,s']
a m	['t,ɛ', 'i,ɛ', 'i,a', 'a,d', 's,ɛ', 'ɛ,ɛ', 'ɛ,d', 'ɛ,t', 'k,u', 'ɛ,k', 'i,d', 'a,k', 'ɛ,a', 'ɛ,s']
f y	['s,a', 's,ɛ', 't,a']
n e	['t,ɛ', 't,e', 'd,a', 'ɛ,t', 'ɛ,k', 'i,d']
m j	['t,ɛ', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'a,d', 'ɛ,i', 'a,o', 's,ɛ', 'ɛ,ɛ', 'ɛ,d', 'a,ɛ', 'u,a', 'ɛ,k', 'ɛ,a', 'i,ɔ', 't,ɔ', 'a,i', 'ɛ,e', 'a,a']
s j	['t,ɛ', 't,e', 'i,ɛ', 'i,a', 'a,e', 's,e', 'a,d', 'ɛ,i', 'i,e', 's,ɛ', 'ɛ,ɛ', 'ɛ,d', 'd,a', 'a,ɛ', 'a,œ', 'u,e', 'k,e', 'ɛ,k', 'i,d', 'ɛ,a', 'i,ɔ', 't,ɔ', 'k,ɛ', 'a,i', 'ɛ,e', 'a,a', 'a,t']
t j	['t,ɛ', 'p,e', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 's,e', 's,a', 'a,d', 'ɛ,i', 'i,e', 's,ɛ', 'ɛ,ɛ', 'a,ɛ', 'a,œ', 'u,e', 'u,a', 'k,e', 'ɛ,k', 'ɛ,a', 'a,i', 'ɛ,e', 'a,a', 's,ɔ']
d j	['t,ɛ', 't,e', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 's,e', 'ɛ,i', 'i,e', 's,ɛ', 'ɛ,ɛ', 'a,ɛ', 'e,ø', 'k,e', 'i,d', 'ɛ,a', 'i,ɔ', 'a,i', 'ɛ,e', 'a,a']
e j	['t,ɛ', 't,e', 'v,a', 'ʒ,a', 's,e', 's,a', 'd,e', 'd,ɔ', 's,ɛ', 'd,a', 'i,d', 't,ɔ']
p j	['i,ɛ', 'i,a', 'a,e', 's,e', 's,a', 'a,d', 'a,o', 's,ɛ', 'ɛ,ɛ', 'a,ɛ', 'a,œ', 'u,e', 'u,a', 'ɛ,a', 'a,i', 'ɛ,e', 'a,a', 's,ɔ', 'a,t']
y j	['t,ɛ', 't,e', 's,a', 'd,e', 's,ɛ', 'd,a']
b j	['i,ɛ', 'i,a', 'ɛ,ɛ', 'a,ɛ', 'ɛ,a', 'a,i', 'a,a']
k j	['i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 's,a', 'a,d', 'ɛ,i', 'i,e', 's,ɛ', 'ɛ,ɛ', 'ɛ,d', 'a,ɛ', 'ɛ,k', 'i,d', 'ɛ,a', 'i,ɔ', 'a,i', 'a,a', 's,ɔ', 'a,t']
e m	['t,ɛ', 's,ɛ', 'i,s', 't,a', 'ɛ,t', 'd,i', 'ɛ,k', 'i,d', 'd,ɛ']
y m	['t,ɛ', 't,a', 'd,i', 'k,i']
n ɛ	['t,ɛ', 't,e', 'v,ɛ', 'ɛ,d', 'ɛ,t', 'e,a', 'e,ɛ', 'ɛ,s']
ʁ ɛ	['t,ɛ', 't,e', 'v,e', 'v,a', 'ɔ,t', 'u,d', 'f,a', 't,œ̃', 'd,s', 'a,s', 't,i', 'u,s', 't,v', 't,o', 't,d', 't,b', 's,ɛ', 't,t', 'v,ɛ', 't,a', 'v,d', 'ɛ,d', 't,s', 'd,a', 'ɛ,t', 'd,d', 'i,d', 'a,k', 'e,a', 'i,p', 't,k', 'd,k', 'v,k', 't,p', 'e,ɛ', 'p,i', 'a,t', 'ɛ,s']
e t	['t,ɛ', 'u,d', 's,d', 'i,k', 's,e', 's,a', 's,f', 's,ɛ', 'i,s', 's,k', 'i,t', 'ʒ,e', 'ɛ,t', 's,p', 'ɛ,k', 'i,d', 'ɛ,ʃ', 's,ɔ', 's,s']
j t	['t,ɛ', 'p,e', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 's,e', 's,a', 'a,d', 'ɛ,i', 'i,e', 's,ɛ', 'ɛ,ɛ', 'a,ɛ', 'a,œ', 'u,e', 'u,a', 'k,e', 'ɛ,k', 'ɛ,a', 'a,i', 'ɛ,e', 'a,a', 's,ɔ']
y t	['t,ɛ', 's,d', 'u,s', 's,a', 's,ɛ', 's,p', 's,i', 'k,i', 'p,i']
j n	['t,ɛ', 't,e', 'i,ɛ', 'i,a', 'a,e', 'ɛ,i', 'i,e', 'v,ɛ', 'ɛ,ɛ', 'd,a', 'a,ɛ', 'a,œ', 'ɛ,k', 'i,d', 'ɛ,a', 'i,ɔ', 't,ɔ', 'a,i', 'ɛ,e', 'a,a']
e n	['t,ɛ', 't,e', 'd,a', 'ɛ,t', 'ɛ,k', 'i,d']
ɛ n	['t,ɛ', 't,e', 'v,ɛ', 'ɛ,d', 'ɛ,t', 'e,a', 'e,ɛ', 'ɛ,s']
a d	['t,ɛ', 'i,ɛ', 'a,s', 'i,a', 'ɛ,ɛ', 'i,d', 'a,v']
e d	['t,ɛ', 't,e', 's,e', 'd,e', 's,ɛ', 's,ɔ']
j d	['t,ɛ', 't,e', 'i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 's,e', 'ɛ,i', 'i,e', 's,ɛ', 'ɛ,ɛ', 'a,ɛ', 'e,ø', 'k,e', 'i,d', 'ɛ,a', 'i,ɔ', 'a,i', 'ɛ,e', 'a,a']
m e	['t,ɛ', 's,ɛ', 'i,s', 't,a', 'ɛ,t', 'd,i', 'ɛ,k', 'i,d', 'd,ɛ']
m y	['t,ɛ', 't,a', 'd,i', 'k,i']
m a	['t,ɛ', 'i,ɛ', 'i,a', 'a,d', 's,ɛ', 'ɛ,ɛ', 'ɛ,d', 'ɛ,t', 'k,u', 'ɛ,k', 'i,d', 'a,k', 'ɛ,a', 'ɛ,s']
d a	['t,ɛ', 'i,ɛ', 'a,s', 'i,a', 'ɛ,ɛ', 'i,d', 'a,v']
p a	['i,ɛ', 'i,a', 's,a', 'a,d', 's,ɛ', 'ɛ,t', 'ɛ,a', 'e,ɛ', 'ɛ,s']
s a	['t,ɛ', 'b,t', 'k,s', 'i,ɛ', 'i,k', 'ɛ,p', 'k,t', 'a,d', 'ɛ,ɛ', 'ɛ,d', 'i,t', 'ɛ,t', 'ɛ,k', 'i,d', 'a,k', 'ɛ,a', 'i,p', 'k,p', 'ɛ,v', 't,p', 'a,t', 'ɛ,s']
t a	['t,ɛ', 'u,d', 's,d', 'k,s', 'i,ɛ', 'u,p', 'i,a', 'ɛ,p', 's,a', 'i,v', 's,ɛ', 's,k', 'ɛ,ɛ', 'ɛ,d', 'ɛ,t', 's,p', 'ɛ,k', 'i,d', 'ɛ,a', 'a,v', 'i,p', 'ɛ,v', 'e,ɛ', 'ɛ,ʃ', 'ɛ,s', 's,s']
y a	['t,ɛ', 'd,t', 'p,s', 's,d', 'k,s', 'f,t', 'd,p', 'p,t', 'd,s', 'p,b', 'd,ʒ', 'k,t', 'd,b', 't,d', 'f,s', 'd,ɡ', 'k,z', 'ʒ,s', 'v,d', 's,k', 't,s', 'p,d', 's,p', 'b,s', 'd,d', 'a,b', 's,ʒ', 'd,v', 'k,p', 'd,k', 't,p', 'v,s', 's,b', 's,s']
a ə	['d,t', 's,d', 'k,s', 'd,p', 'p,t', 'd,s', 'k,b', 'k,t', 'd,b', 'k,d', 'ʒ,k', 's,ɛ', 'd,ɡ', 'ʒ,v', 'k,z', 'ʒ,s', 's,t', 's,ʃ', 'k,k', 's,k', 'k,v', 's,p', 'd,d', 's,ʒ', 'd,v', 'k,ʃ', 'k,p', 'd,k', 'ʒ,p', 's,v', 's,s']
e e	['d,t', 's,d', 'd,p', 'd,s', 'd,f', 'd,ʒ', 'd,b', 'd,e', 'd,ɔ', 's,f', 's,ɛ', 'd,ɡ', 's,ʃ', 's,o', 's,k', 'd,a', 'd,i', 's,p', 'd,d', 'd,o', 'd,v', 'd,ɛ', 'd,k', 'd,ʃ', 'd,z', 's,v', 's,b', 's,s']
o ə	['d,t', 's,d', 'k,s', 'p,z', 'd,s', 'd,f', 'k,t', 's,f', 'k,z', 'k,k', 's,k', 'k,p', 's,v', 's,s']
u e	['d,t', 'p,s', 't,e', 'v,e', 'v,a', 's,d', 'ʒ,t', 'd,s', 't,f', 't,ʒ', 't,o', 'd,b', 't,d', 't,b', 'k,d', 's,f', 'v,v', 't,t', 't,ʃ', 's,t', 't,a', 'v,d', 't,s', 'v,p', 's,p', 'b,s', 'v,k', 't,p', 'd,z', 's,v', 'v,s', 'b,k', 's,s']
u ə	['d,t', 's,d', 'k,s', 'ʒ,t', 'd,s', 'k,t', 'd,b', 'k,d', 's,f', 's,t', 'k,v', 's,p', 'k,ʃ', 'k,p', 's,v', 's,s']
y ə	['d,t', 's,d', 'k,s', 'd,p', 'p,t', 'f,z', 'd,s', 'd,f', 'd,ʒ', 'k,t', 'd,b', 's,f', 'd,ɡ', 'ʒ,s', 's,k', 's,p', 'd,d', 'b,z', 's,ʒ', 'd,v', 'k,p', 'd,k', 'd,ʃ', 's,s']
ɔ e	['p,s', 'k,s', 'p,t', 'd,s', 'e,f', 'z,p', 't,d', 'e,d', 's,k', 'e,k', 't,k', 'd,k', 'v,k', 't,p', 's,s']
ɔ ə	['k,s', 'p,t', 'd,s', 'k,t', 's,k', 'k,p', 'd,k', 's,s']
o i	['d,t', 'ʃ,z', 'b,t', 's,d', 'k,s', 'p,z', 'd,s', 'd,f', 't,f', 'k,t', 's,f', 'f,s', 'k,k', 's,k', 't,s', 'v,t', 'p,d', 'f,k', 't,k', 'k,p', 't,p', 'e,s', 's,s']
ø e	['d,t', 's,d', 'd,p', 'p,t', 'd,s', 'd,f', 'd,b', 'p,p', 'd,ɔ', 't,a', 's,k', 'd,a', 'v,p', 'd,i', 'p,d', 'd,k']
ø i	['d,t', 'p,k', 's,d', 'd,p', 'p,t', 'd,s', 'd,f', 'v,v', 's,k', 'd,a', 'v,p', 'p,d', 'f,d', 'd,k', 'v,b']
ø ə	['d,t', 's,d', 'd,p', 'p,t', 'd,s', 'd,f', 'd,b', 'd,ɔ', 's,k', 'd,k']
ɛ e	['d,t', 'p,s', 'œ̃,t', 'v,e', 'v,a', 'u,d', 's,d', 'k,s', 'ʒ,d', 'u,t', 'd,p', 'p,t', 'd,s', 't,v', 'z,p', 'z,t', 's,e', 's,a', 't,o', 't,d', 't,b', 's,ɛ', 't,t', 'i,s', 'ʒ,s', 's,t', 't,a', 'v,d', 's,k', 't,s', 'd,a', 'e,k', 'ɛ,t', 'v,p', 'p,d', 's,p', 'b,s', 'd,d', 'i,d', 'd,v', 'i,p', 't,k', 'z,d', 'd,k', 'v,k', 't,p', 'd,z', 'e,t', 'v,s', 'z,s', 's,b', 'a,t', 's,s']
ɛ i	['d,t', 'p,s', 'p,k', 's,d', 'k,s', 'ʒ,d', 'f,t', 't,ɡ', 'd,p', 'p,t', 'd,s', 't,f', 't,ʒ', 't,v', 'z,t', 's,a', 'v,f', 't,d', 't,b', 'v,z', 'v,v', 'f,s', 's,ɛ', 't,t', 's,t', 'k,k', 'v,d', 's,k', 't,s', 'v,t', 'v,p', 'p,d', 's,p', 'd,d', 'd,v', 'f,k', 'f,d', 't,k', 'z,d', 'd,k', 'v,k', 't,p', 'd,z', 's,z', 'v,b', 'v,s', 'z,s', 's,b', 's,s']
y i	['d,t', 'p,s', 'b,t', 's,d', 'k,s', 'f,t', 'd,p', 'p,t', 'f,z', 'd,s', 'd,f', 'd,ʒ', 'k,t', 't,d', 'd,e', 's,f', 'f,s', 'd,ɡ', 't,t', 'ʒ,s', 'v,d', 's,k', 't,s', 'p,d', 's,p', 'b,s', 'd,d', 's,ʒ', 'd,v', 'f,k', 'k,p', 'f,ɡ', 'd,k', 's,i', 't,p', 's,ɡ', 'v,s', 's,b', 's,s']
a u	['d,t', 'p,s', 'b,t', 's,d', 'k,s', 'b,d', 't,ʒ', 'p,v', 'k,t', 'd,b', 't,d', 't,b', 'k,d', 't,t', 't,ʃ', 'v,d', 't,s', 'k,v', 'v,t', 's,p', 'b,s', 'k,ʃ', 'e,v', 'k,p', 'v,k', 't,p', 's,v', 'v,s', 's,s']
e u	['d,t', 'p,s', 't,e', 'v,e', 'v,a', 's,d', 'ʒ,t', 'd,s', 't,f', 't,ʒ', 't,o', 'd,b', 't,d', 't,b', 'k,d', 's,f', 'v,v', 't,t', 't,ʃ', 's,t', 't,a', 'v,d', 't,s', 'v,p', 's,p', 'b,s', 'v,k', 't,p', 'd,z', 's,v', 'v,s', 'b,k', 's,s']
i a	['d,t', 'p,s', 'z,k', 'b,t', 's,d', 'k,s', 'f,t', 'd,p', 'p,t', 'd,s', 'k,b', 't,ʒ', 't,v', 'z,t', 's,a', 'ʃ,s', 'k,t', 't,d', 't,b', 'k,d', 'f,s', 'd,ɡ', 't,t', 's,t', 'k,k', 'v,d', 's,k', 't,s', 'k,v', 'v,t', 'p,d', 's,p', 'b,s', 'd,d', 's,ʒ', 'd,v', 'k,ʃ', 'e,v', 'v,ɡ', 'f,k', 'z,ʒ', 't,k', 'k,p', 'z,d', 'd,k', 't,p', 's,v', 'v,s', 'z,s', 's,b', 'ʃ,k', 'e,s', 's,s']
u a	['d,t', 'p,s', 'b,t', 's,d', 'k,s', 'b,d', 't,ʒ', 'p,v', 'k,t', 'd,b', 't,d', 't,b', 'k,d', 't,t', 't,ʃ', 'v,d', 't,s', 'k,v', 'v,t', 's,p', 'b,s', 'k,ʃ', 'e,v', 'k,p', 'v,k', 't,p', 's,v', 'v,s', 's,s']
ə a	['d,t', 's,d', 'k,s', 'd,p', 'p,t', 'd,s', 'k,b', 'k,t', 'd,b', 'k,d', 'ʒ,k', 's,ɛ', 'd,ɡ', 'ʒ,v', 'k,z', 'ʒ,s', 's,t', 's,ʃ', 'k,k', 's,k', 'k,v', 's,p', 'd,d', 's,ʒ', 'd,v', 'k,ʃ', 'k,p', 'd,k', 'ʒ,p', 's,v', 's,s']
ə u	['d,t', 's,d', 'k,s', 'ʒ,t', 'd,s', 'k,t', 'd,b', 'k,d', 's,f', 's,t', 'k,v', 's,p', 'k,ʃ', 'k,p', 's,v', 's,s']
a o	['d,t', 'b,t', 's,d', 'k,s', 'f,t', 'b,d', 'd,s', 'a,s', 'p,v', 'k,t', 'p,p', 't,d', 'e,d', 'f,s', 'k,z', 'k,k', 's,k', 't,s', 'e,k', 'ɛ,t', 'p,d', 'e,p', 'a,k', 'f,k', 't,k', 'k,p', 't,p', 'e,t', 's,v', 'a,t', 'ɛ,s', 's,s']
e o	['d,t', 's,d', 'u,t', 'd,s', 'd,f', 'p,p', 't,d', 'e,d', 't,a', 's,k', 't,s', 'ɛ,t', 'p,d', 't,k', 'z,d', 'v,k', 't,p', 'e,t', 's,v', 'b,k', 's,s']
i o	['d,t', 'ʃ,z', 'b,t', 's,d', 'k,s', 'p,z', 'd,s', 'd,f', 't,f', 'k,t', 's,f', 'f,s', 'k,k', 's,k', 't,s', 'v,t', 'p,d', 'f,k', 't,k', 'k,p', 't,p', 'e,s', 's,s']
o a	['d,t', 'b,t', 's,d', 'k,s', 'f,t', 'b,d', 'd,s', 'a,s', 'p,v', 'k,t', 'p,p', 't,d', 'e,d', 'f,s', 'k,z', 'k,k', 's,k', 't,s', 'e,k', 'ɛ,t', 'p,d', 'e,p', 'a,k', 'f,k', 't,k', 'k,p', 't,p', 'e,t', 's,v', 'a,t', 'ɛ,s', 's,s']
o u	['d,t', 'b,t', 's,d', 'b,d', 't,f', 'p,v', 'k,t', 't,d', 's,f', 't,s', 'v,t', 'k,p', 'b,ʃ', 't,p', 's,v', 'b,k', 's,s']
u o	['d,t', 'b,t', 's,d', 'b,d', 't,f', 'p,v', 'k,t', 't,d', 's,f', 't,s', 'v,t', 'k,p', 'b,ʃ', 't,p', 's,v', 'b,k', 's,s']
ø o	['d,t', 'd,f', 'p,d']
ø u	['d,t', 'p,s', 's,d', 'd,s', 'v,v', 't,a', 'v,p']
ə o	['d,t', 's,d', 'k,s', 'p,z', 'd,s', 'd,f', 'k,t', 's,f', 'k,z', 'k,k', 's,k', 'k,p', 's,v', 's,s']
ɛ a	['d,t', 'p,s', 'z,k', 'p,k', 'v,ʒ', 's,d', 's,œ̃', 'k,s', 'f,t', 'd,p', 'p,t', 'd,s', 'a,s', 't,ʒ', 'z,t', 's,a', 't,d', 't,b', 'i,v', 'f,s', 't,t', 't,\\xc9\\xb2', 'i,s', 'ʒ,s', 's,t', 'v,d', 's,k', 't,s', 'e,k', 'v,t', 'ɛ,t', 'v,p', 'p,d', 's,p', 'b,s', 'd,d', 'e,p', 'a,k', 'd,v', 'ʃ,t', 'f,k', 'i,p', 't,k', 'e,b', 'd,k', 'œ̃,s', 'v,k', 't,p', 'e,t', 'e,ɛ', 'v,s', 'z,s', 'e,s', 'ɛ,s', 's,s']
ɛ o	['d,t', 'ʃ,z', 's,d', 'f,a', 'k,s', 'p,z', 'f,t', 'u,t', 'd,s', 't,f', 't,d', 'f,s', 't,a', 'k,k', 's,k', 't,s', 'v,t', 'ɛ,t', 'p,d', 'e,p', 'a,k', 'f,k', 'f,d', 't,k', 'z,d', 'v,k', 't,p', 'e,s', 's,s']
ɛ u	['d,t', 'p,s', 'v,e', 'v,a', 's,d', 'k,s', 'ɡ,t', 'd,s', 't,f', 't,ʒ', 't,o', 'v,f', 't,d', 't,b', 'v,v', 't,t', 'v,ɛ', 's,t', 't,a', 'v,d', 't,s', 'v,t', 'v,p', 's,p', 'b,s', 'f,d', 'v,k', 't,p', 's,s']
i y	['d,t', 'p,s', 'b,t', 's,d', 'k,s', 'f,t', 'd,p', 'p,t', 'f,z', 'd,s', 'd,f', 'd,ʒ', 'k,t', 't,d', 'd,e', 's,f', 'f,s', 'd,ɡ', 't,t', 'ʒ,s', 'v,d', 's,k', 't,s', 'p,d', 's,p', 'b,s', 'd,d', 's,ʒ', 'd,v', 'f,k', 'k,p', 'f,ɡ', 'd,k', 's,i', 't,p', 's,ɡ', 'v,s', 's,b', 's,s']
ə y	['d,t', 's,d', 'k,s', 'd,p', 'p,t', 'f,z', 'd,s', 'd,f', 'd,ʒ', 'k,t', 'd,b', 's,f', 'd,ɡ', 'ʒ,s', 's,k', 's,p', 'd,d', 'b,z', 's,ʒ', 'd,v', 'k,p', 'd,k', 'd,ʃ', 's,s']
u y	['d,t', 'p,s', 't,e', 's,d', 'k,s', 'd,s', 'k,t', 'd,b', 't,d', 's,f', 't,t', 't,a', 'v,d', 't,s', 's,p', 'b,s', 'k,p', 't,p', 's,s']
y u	['d,t', 'p,s', 't,e', 's,d', 'k,s', 'd,s', 'k,t', 'd,b', 't,d', 's,f', 't,t', 't,a', 'v,d', 't,s', 's,p', 'b,s', 'k,p', 't,p', 's,s']
ɛ y	['d,t', 'p,s', 's,d', 'f,a', 'k,s', 'f,t', 'd,p', 'p,t', 'd,s', 'u,s', 't,d', 'f,s', 't,t', 'ʒ,s', 't,a', 'v,d', 's,k', 't,s', 's,p', 'b,s', 'd,d', 'd,v', 'ʃ,t', 'f,d', 'd,k', 't,p', 'p,i', 'v,s', 's,s']
ø y	['d,t', 'p,s', 'd,p', 'p,t', 'd,s', 'd,f', 's,k', 'd,i', 'p,d', 'd,k']
ɔ u	['p,s', 'd,s', 't,d', 'v,t', 'k,p', 'v,k', 't,p']
y o	['d,t', 'b,t', 's,d', 'f,a', 'k,s', 'f,t', 'd,s', 'd,f', 'k,t', 's,f', 'f,s', 'k,z', 't,a', 's,k', 't,s', 'f,d', 'k,p', 't,p', 's,s']
ɔ o	['k,s', 'z,p', 'e,d', 'v,t', 't,k', 'k,p', 'v,k', 't,p']
e ɛ	['d,t', 'p,s', 'œ̃,t', 'v,e', 'v,a', 'u,d', 's,d', 'k,s', 'ʒ,d', 'u,t', 'd,p', 'p,t', 'd,s', 't,v', 'z,p', 'z,t', 's,e', 's,a', 't,o', 't,d', 't,b', 's,ɛ', 't,t', 'i,s', 'ʒ,s', 's,t', 't,a', 'v,d', 's,k', 't,s', 'd,a', 'e,k', 'ɛ,t', 'v,p', 'p,d', 's,p', 'b,s', 'd,d', 'i,d', 'd,v', 'i,p', 't,k', 'z,d', 'd,k', 'v,k', 't,p', 'd,z', 'e,t', 'v,s', 'z,s', 's,b', 'a,t', 's,s']
u ɛ	['d,t', 'p,s', 'v,e', 'v,a', 's,d', 'k,s', 'ɡ,t', 'd,s', 't,f', 't,ʒ', 't,o', 'v,f', 't,d', 't,b', 'v,v', 't,t', 'v,ɛ', 's,t', 't,a', 'v,d', 't,s', 'v,t', 'v,p', 's,p', 'b,s', 'f,d', 'v,k', 't,p', 's,s']
y ɛ	['d,t', 'p,s', 's,d', 'f,a', 'k,s', 'f,t', 'd,p', 'p,t', 'd,s', 'u,s', 't,d', 'f,s', 't,t', 'ʒ,s', 't,a', 'v,d', 's,k', 't,s', 's,p', 'b,s', 'd,d', 'd,v', 'ʃ,t', 'f,d', 'd,k', 't,p', 'p,i', 'v,s', 's,s']
ə ɛ	['d,t', 's,d', 'k,s', 'ʒ,d', 'p,z', 'd,p', 'p,t', 'd,s', 's,ɛ', 'ʒ,s', 's,t', 's,k', 's,p', 'd,d', 'd,v', 'd,k', 's,s']
e ø	['d,t', 's,d', 'd,p', 'p,t', 'd,s', 'd,f', 'd,b', 'p,p', 'd,ɔ', 't,a', 's,k', 'd,a', 'v,p', 'd,i', 'p,d', 'd,k']
i ø	['d,t', 'p,k', 's,d', 'd,p', 'p,t', 'd,s', 'd,f', 'v,v', 's,k', 'd,a', 'v,p', 'p,d', 'f,d', 'd,k', 'v,b']
u ø	['d,t', 'p,s', 's,d', 'd,s', 'v,v', 't,a', 'v,p']
y ø	['d,t', 'p,s', 'd,p', 'p,t', 'd,s', 'd,f', 's,k', 'd,i', 'p,d', 'd,k']
ə ø	['d,t', 's,d', 'd,p', 'p,t', 'd,s', 'd,f', 'd,b', 'd,ɔ', 's,k', 'd,k']
o ɛ	['d,t', 'ʃ,z', 's,d', 'f,a', 'k,s', 'p,z', 'f,t', 'u,t', 'd,s', 't,f', 't,d', 'f,s', 't,a', 'k,k', 's,k', 't,s', 'v,t', 'ɛ,t', 'p,d', 'e,p', 'a,k', 'f,k', 'f,d', 't,k', 'z,d', 'v,k', 't,p', 'e,s', 's,s']
o y	['d,t', 'b,t', 's,d', 'f,a', 'k,s', 'f,t', 'd,s', 'd,f', 'k,t', 's,f', 'f,s', 'k,z', 't,a', 's,k', 't,s', 'f,d', 'k,p', 't,p', 's,s']
ɔ y	['p,s', 'k,s', 'p,t', 'd,s', 't,d', 'f,s', 's,k', 'k,p', 'd,k', 't,p']
a ɛ	['d,t', 'p,s', 'z,k', 'p,k', 'v,ʒ', 's,d', 's,œ̃', 'k,s', 'f,t', 'd,p', 'p,t', 'd,s', 'a,s', 't,ʒ', 'z,t', 's,a', 't,d', 't,b', 'i,v', 'f,s', 't,t', 't,\\xc9\\xb2', 'i,s', 'ʒ,s', 's,t', 'v,d', 's,k', 't,s', 'e,k', 'v,t', 'ɛ,t', 'v,p', 'p,d', 's,p', 'b,s', 'd,d', 'e,p', 'a,k', 'd,v', 'ʃ,t', 'f,k', 'i,p', 't,k', 'e,b', 'd,k', 'œ̃,s', 'v,k', 't,p', 'e,t', 'e,ɛ', 'v,s', 'z,s', 'e,s', 'ɛ,s', 's,s']
ø ɛ	['d,t', 'p,s', 'p,k', 's,d', 'd,p', 'p,t', 'd,s', 'v,v', 't,a', 's,k', 'v,p', 'p,d', 'f,d', 'd,k']
o ø	['d,t', 'd,f', 'p,d']
ɛ ø	['d,t', 'p,s', 'p,k', 's,d', 'd,p', 'p,t', 'd,s', 'v,v', 't,a', 's,k', 'v,p', 'p,d', 'f,d', 'd,k']
u ɔ	['p,s', 'd,s', 't,d', 'v,t', 'k,p', 'v,k', 't,p']
y ɔ	['p,s', 'k,s', 'p,t', 'd,s', 't,d', 'f,s', 's,k', 'k,p', 'd,k', 't,p']
ɛ ɔ	['p,s', 'p,k', 'k,s', 'd,s', 'z,p', 't,d', 'f,s', 's,k', 'e,k', 'v,t', 't,k', 'e,b', 'v,k', 't,p', 'p,ʃ', 'e,s', 's,s']
i ɔ	['p,s', 'p,k', 'b,t', 'k,s', 'p,t', 'd,s', 'k,t', 't,d', 't,b', 'f,s', 's,k', 'v,t', 't,k', 'k,p', 'd,k', 't,p', 's,s']
ɔ i	['p,s', 'p,k', 'b,t', 'k,s', 'p,t', 'd,s', 'k,t', 't,d', 't,b', 'f,s', 's,k', 'v,t', 't,k', 'k,p', 'd,k', 't,p', 's,s']
ø ɔ	['p,s', 'p,k', 'p,t', 'd,s', 's,k']
e ɔ	['p,s', 'k,s', 'p,t', 'd,s', 'e,f', 'z,p', 't,d', 'e,d', 's,k', 'e,k', 't,k', 'd,k', 'v,k', 't,p', 's,s']
ə ɔ	['k,s', 'p,t', 'd,s', 'k,t', 's,k', 'k,p', 'd,k', 's,s']
ɔ ɛ	['p,s', 'p,k', 'k,s', 'd,s', 'z,p', 't,d', 'f,s', 's,k', 'e,k', 'v,t', 't,k', 'e,b', 'v,k', 't,p', 'p,ʃ', 'e,s', 's,s']
l y	['f,a', 'ɡ,i', 'p,d', 'b,s', 's,i', 'p,i']
